timestamp,open,high,low,close
2024-03-01,7.19250,7.19940,7.19250,7.19600
2024-02-29,7.19670,7.19670,7.18750,7.18780
2024-02-28,7.19790,7.19950,7.19760,7.19760
2024-02-27,7.19710,7.19880,7.19580,7.19810
2024-02-26,7.19600,7.19880,7.19560,7.19800
2024-02-23,7.19440,7.19950,7.18970,7.19530
2024-02-22,7.18910,7.19500,7.18560,7.19370
2024-02-21,7.19530,7.19660,7.17750,7.19050
2024-02-20,7.19620,7.19920,7.18970,7.19250
2024-02-19,7.19360,7.19880,7.19360,7.19870
2024-02-16,7.19290,7.19360,7.19290,7.19360
2024-02-15,7.19360,7.19360,7.19290,7.19290
2024-02-14,7.19290,7.19360,7.19270,7.19270
2024-02-12,7.19360,7.19360,7.19360,7.19360
2024-02-09,7.19370,7.19770,7.19100,7.19290
2024-02-08,7.18880,7.19730,7.18880,7.19700
2024-02-07,7.18800,7.19610,7.18200,7.19570
2024-02-06,7.19400,7.19810,7.18670,7.18830
2024-02-05,7.19550,7.19890,7.19360,7.19880
2024-02-02,7.17990,7.19400,7.17600,7.19400
2024-02-01,7.17680,7.18480,7.17630,7.17990
2024-01-31,7.17640,7.18230,7.16700,7.16950
2024-01-30,7.17510,7.18000,7.17430,7.17890
2024-01-29,7.17900,7.18340,7.17640,7.18100
2024-01-26,7.17300,7.18200,7.17010,7.17850
2024-01-25,7.15180,7.17460,7.15180,7.17460
2024-01-24,7.16690,7.17600,7.14290,7.15800
2024-01-23,7.19160,7.19360,7.16270,7.17100
2024-01-22,7.19400,7.19750,7.19100,7.19100
2024-01-19,7.19370,7.19660,7.18780,7.19320
2024-01-18,7.18620,7.19730,7.18620,7.19600
2024-01-17,7.18720,7.19950,7.18720,7.19650
2024-01-16,7.17880,7.19400,7.17490,7.18720
2024-01-15,7.18000,7.18060,7.16570,7.17200
2024-01-12,7.16570,7.17350,7.15830,7.16900
2024-01-11,7.16690,7.17240,7.15510,7.16700
2024-01-10,7.17310,7.17660,7.16670,7.17240
2024-01-09,7.15610,7.16880,7.15400,7.16880
2024-01-08,7.14880,7.16350,7.14470,7.15290
2024-01-05,7.16830,7.17140,7.13830,7.14600
2024-01-04,7.15600,7.16200,7.14610,7.16200
2024-01-03,7.14550,7.15360,7.13990,7.14900
2024-01-02,7.10960,7.14420,7.10770,7.14290
2024-01-01,7.09780,7.09780,7.09780,7.09780
2023-12-29,7.09700,7.11400,7.08650,7.09780
2023-12-28,7.13000,7.13010,7.09830,7.11240
2023-12-27,7.14200,7.14990,7.14050,7.14400
2023-12-26,7.13550,7.14760,7.13550,7.14250
2023-12-25,7.13300,7.13900,7.13020,7.13660
2023-12-22,7.14200,7.15020,7.12300,7.13550
2023-12-21,7.13820,7.15000,7.13010,7.14100
2023-12-20,7.12870,7.14140,7.12250,7.13820
2023-12-19,7.13510,7.14740,7.11650,7.12000
2023-12-18,7.11790,7.13610,7.11790,7.13260
2023-12-15,7.11880,7.12600,7.09720,7.12300
2023-12-14,7.17250,7.17250,7.09550,7.10990
2023-12-13,7.18000,7.18580,7.17000,7.17000
2023-12-12,7.17550,7.17880,7.16580,7.17620
2023-12-11,7.16990,7.18820,7.16450,7.17500
2023-12-08,7.15030,7.16990,7.15010,7.16990
2023-12-07,7.15900,7.16260,7.14500,7.15000
2023-12-06,7.15570,7.16200,7.15440,7.15810
2023-12-05,7.14120,7.14960,7.14070,7.14800
2023-12-04,7.12700,7.14450,7.12700,7.14350
2023-12-01,7.13400,7.14670,7.12660,7.12750
2023-11-30,7.13890,7.13990,7.11830,7.13500
2023-11-29,7.11650,7.13300,7.11650,7.12450
2023-11-28,7.15320,7.15450,7.13450,7.13690
2023-11-27,7.14200,7.15770,7.14100,7.15280
2023-11-24,7.14280,7.15650,7.14050,7.14880
2023-11-23,7.15070,7.15390,7.13610,7.14850
2023-11-22,7.13560,7.15540,7.13560,7.15500
2023-11-21,7.13940,7.14190,7.12560,7.14000
2023-11-20,7.19500,7.21110,7.16300,7.16550
2023-11-17,7.23610,7.24910,7.19110,7.21350
2023-11-16,7.25500,7.26120,7.24130,7.24220
2023-11-15,7.25540,7.26230,7.23330,7.24690
2023-11-14,7.28560,7.29550,7.24550,7.25120
2023-11-13,7.28910,7.29800,7.28810,7.28850
